確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,0,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,1,3
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,10,7
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,15,111
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,2,5
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,20,212
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,25,206
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,3,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,30,180
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,35,140
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,4,6
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,40,92
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,45,52
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,50,28
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,55,24
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,5,9
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,60,18
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,65,25
嚴重特殊傳染性肺炎,2022,3,空值,空值,F,是,70,13
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,0,1
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,1,9
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,10,9
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,15,80
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,2,6
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,20,213
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,25,241
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,3,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,30,216
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,35,168
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,4,4
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,40,118
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,45,94
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,50,53
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,55,36
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,5,8
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,60,39
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,65,23
嚴重特殊傳染性肺炎,2022,3,空值,空值,M,是,70,23
嚴重特殊傳染性肺炎,2022,3,空值,空值,X,是,30,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,吉安鄉,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,玉里鎮,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,吉安鄉,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,花蓮市,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,吉安鄉,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,花蓮市,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,花蓮縣,花蓮市,M,否,55,1
嚴重特殊傳染性肺炎,2022,3,金門縣,金城鎮,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,F,否,10,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,10,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,2,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,F,否,25,2
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,桃園市,蘆竹區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,3,1
嚴重特殊傳染性肺炎,2022,3,桃園市,八德區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,30,2
嚴重特殊傳染性肺炎,2022,3,桃園市,大溪區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,35,2
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,F,否,40,2
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,40,2
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,桃園市,蘆竹區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,50,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,55,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大溪區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,5,2
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,10,2
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,M,否,20,2
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,20,1
嚴重特殊傳染性肺炎,2022,3,桃園市,八德區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,25,3
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,M,否,30,2
嚴重特殊傳染性肺炎,2022,3,桃園市,新屋區,M,否,30,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龍潭區,M,否,30,2
嚴重特殊傳染性肺炎,2022,3,桃園市,大溪區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,桃園市,桃園區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,40,5
嚴重特殊傳染性肺炎,2022,3,桃園市,平鎮區,M,否,45,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,45,4
嚴重特殊傳染性肺炎,2022,3,桃園市,中壢區,M,否,50,2
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,50,1
嚴重特殊傳染性肺炎,2022,3,桃園市,八德區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,桃園市,龜山區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,桃園市,大園區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,桃園市,觀音區,M,否,70,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,10,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,高雄市,小港區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,高雄市,苓雅區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,小港區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前金區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,高雄市,新興區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,F,否,50,2
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,F,否,55,1
嚴重特殊傳染性肺炎,2022,3,高雄市,楠梓區,F,否,55,1
嚴重特殊傳染性肺炎,2022,3,高雄市,苓雅區,F,否,5,2
嚴重特殊傳染性肺炎,2022,3,高雄市,小港區,F,否,60,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,F,否,65,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,M,否,10,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,M,否,10,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,M,否,20,1
嚴重特殊傳染性肺炎,2022,3,高雄市,苓雅區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前金區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,新興區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鼓山區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,高雄市,鳳山區,M,否,45,1
嚴重特殊傳染性肺炎,2022,3,高雄市,林園區,M,否,50,1
嚴重特殊傳染性肺炎,2022,3,高雄市,楠梓區,M,否,55,1
嚴重特殊傳染性肺炎,2022,3,高雄市,前鎮區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,高雄市,左營區,M,否,65,1
嚴重特殊傳染性肺炎,2022,3,高雄市,三民區,M,否,70,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,10,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,15,3
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,2,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,20,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,20,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,20,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,25,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,30,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,35,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,35,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,35,3
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,35,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,40,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,40,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,40,5
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,45,3
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,F,否,50,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,F,否,50,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,50,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,50,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,55,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,F,否,55,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,55,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,55,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,F,否,60,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,F,否,60,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,F,否,60,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,10,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,M,否,15,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,15,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,15,5
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,20,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,20,1
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,25,2
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,25,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,M,否,30,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,30,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,35,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,40,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,45,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,45,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,45,2
嚴重特殊傳染性肺炎,2022,3,基隆市,七堵區,M,否,50,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,50,3
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,50,3
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,50,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,50,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中山區,M,否,55,2
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,55,2
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,55,2
嚴重特殊傳染性肺炎,2022,3,基隆市,信義區,M,否,55,2
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,55,1
嚴重特殊傳染性肺炎,2022,3,基隆市,中正區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,基隆市,仁愛區,M,否,65,1
嚴重特殊傳染性肺炎,2022,3,基隆市,安樂區,M,否,65,1
嚴重特殊傳染性肺炎,2022,3,基隆市,暖暖區,M,否,70,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,西螺鎮,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,北港鎮,F,否,50,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,西螺鎮,F,否,50,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,斗南鎮,F,否,60,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,斗六市,F,否,65,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,西螺鎮,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,雲林縣,斗六市,M,否,65,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,10,2
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,F,否,10,2
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,F,否,10,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,15,2
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,15,2
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,F,否,15,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,2,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,新北市,萬里區,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,25,3
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,蘆洲區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,30,4
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,35,3
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,35,3
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,35,2
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,4,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,40,3
嚴重特殊傳染性肺炎,2022,3,新北市,永和區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,F,否,40,2
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,F,否,45,2
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,45,5
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,新北市,深坑區,F,否,45,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,50,3
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,50,1
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,55,2
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,5,3
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,F,否,5,2
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,60,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,65,4
嚴重特殊傳染性肺炎,2022,3,新北市,永和區,F,否,65,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,F,否,70,2
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,F,否,70,3
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,F,否,70,2
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,F,否,70,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,M,否,1,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,1,1
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,M,否,10,2
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,10,1
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,M,否,10,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,15,2
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,M,否,15,1
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,M,否,2,1
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,M,否,20,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,M,否,20,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,20,1
嚴重特殊傳染性肺炎,2022,3,新北市,泰山區,M,否,20,3
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,M,否,20,5
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,永和區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,M,否,25,2
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,M,否,25,1
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,M,否,25,7
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,M,否,30,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,30,2
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,M,否,30,1
嚴重特殊傳染性肺炎,2022,3,新北市,淡水區,M,否,30,1
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,M,否,30,8
嚴重特殊傳染性肺炎,2022,3,新北市,三重區,M,否,35,2
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,M,否,35,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,林口區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,M,否,40,3
嚴重特殊傳染性肺炎,2022,3,新北市,林口區,M,否,45,2
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,M,否,45,1
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,M,否,45,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,50,2
嚴重特殊傳染性肺炎,2022,3,新北市,板橋區,M,否,50,1
嚴重特殊傳染性肺炎,2022,3,新北市,淡水區,M,否,50,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,M,否,50,2
嚴重特殊傳染性肺炎,2022,3,新北市,淡水區,M,否,55,1
嚴重特殊傳染性肺炎,2022,3,新北市,三峽區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,60,2
嚴重特殊傳染性肺炎,2022,3,新北市,汐止區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,新北市,新店區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,新北市,樹林區,M,否,60,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,65,2
嚴重特殊傳染性肺炎,2022,3,新北市,新莊區,M,否,65,1
嚴重特殊傳染性肺炎,2022,3,新北市,土城區,M,否,70,1
嚴重特殊傳染性肺炎,2022,3,新北市,中和區,M,否,70,2
嚴重特殊傳染性肺炎,2022,3,新北市,永和區,M,否,70,1
嚴重特殊傳染性肺炎,2022,3,新北市,瑞芳區,M,否,70,1
嚴重特殊傳染性肺炎,2022,3,新竹市,香山區,F,否,2,1
嚴重特殊傳染性肺炎,2022,3,新竹市,東區,F,否,25,1
嚴重特殊傳染性肺炎,2022,3,新竹市,香山區,F,否,35,1
嚴重特殊傳染性肺炎,2022,3,新竹市,東區,F,否,40,1
嚴重特殊傳染性肺炎,2022,3,新竹市,東區,F,否,5,1
嚴重特殊傳染性肺炎,2022,3,新竹市,東區,M,否,40,1
嚴重特殊傳染性肺炎,2022,3,新竹市,東區,M,否,5,1
嚴重特殊傳染性肺炎,2022,3,新竹縣,新埔鎮,F,否,20,1
嚴重特殊傳染性肺炎,2022,3,新竹縣,新埔鎮,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,新竹縣,新豐鄉,F,否,30,1
嚴重特殊傳染性肺炎,2022,3,新竹縣,新豐鄉,F,否,40,1
